证券代码,证券简称,报告日期,报告类型,报告日期名称,货币单位,存放中央银行款项,存放同业款项,贵金属,拆出资金,以公允价值计量且变动计入损益的金融资产,交易性金融资产,衍生金融资产,买入返售金融资产,应收账款,应收利息,发放贷款及垫款,交易性金融资产（非FVTPL）,债权投资,其他债权投资,其他权益工具投资,以公允价值计量且变动计入其他综合收益的金融资产,持有至到期投资,应收投资款,以摊余成本计量的金融资产,以公允价值计量且变动计入其他综合收益的金融资产,长期股权投资,投资性房地产,固定资产,在建工程,使用权资产,无形资产,商誉,待抵押资产,抵押资产减值准备,待抵押资产净值,递延所得税资产,长期待摊费用,其他资产,资产其他项目,资产差额,资产总计,向中央银行借款,同业及其他金融机构存放款项,拆入资金,交易性金融负债（非FVTPL）,以公允价值计量且变动计入损益的金融负债,交易性金融负债,衍生金融负债,卖出回购金融资产,吸收存款,汇出汇款,应付同业存单,应付职工薪酬,应交税费,应付利息,应付股利,预计负债,递延所得税负债,以摊余成本计量的金融负债,应付债券,应付次级债券,租赁负债,其他负债,负债其他项目,负债差额,负债总计,股本,其他权益工具,优先股,永续债券,资本公积,其他综合收益,盈余公积,一般风险准备,未分配利润,外币报表折算差额,母公司权益其他项目,母公司权益差额,母公司权益总额,少数股东权益,权益差额,权益总计,负债及所有者权益总计,应计费用
000001.SZ,平安银行,2009-03-31 00:00:00,一季报,2009一季报,CNY,395.45,328.11,0.07,98.37,13.64,,2.0,324.75,13.65,19.46,3168.75,,,,,46323264000.0,192.19,138.5,,,4.02,3.98,16.62,,,1.09,,,,,17.38,,17.53,,0.0,5218.79,,380.39,195.52,,0.4,,0.36,313.87,4006.59,,,9.84,11.15,25.52,,0.09,2.41,,79.69,79.69,,21.82,0.43,-0.0,5048.07,31.05,,,,75.28,,7.81,35.83,20.74,,,0.0,170.72,,0.0,170.72,5218.79,
000001.SZ,平安银行,2008-12-31 00:00:00,年报,2008年报,CNY,397.68,215.01,0.09,92.37,0.41,,2.91,347.33,13.6,16.06,2817.15,,,,,48799716000.0,155.85,137.5,0.0,0.0,4.17,4.12,16.75,,,1.14,,,,,18.12,,16.16,0.0,0.0,4744.4,,360.63,73.8,,0.39,,0.59,389.16,3605.14,,0.0,12.47,11.98,29.63,,0.26,3.42,0.0,79.64,79.64,,8.2,5.07,0.0,4580.39,31.05,,,,79.79,,7.81,35.83,9.52,,0.0,0.0,164.01,,0.0,164.01,4744.4,
000001.SZ,平安银行,2008-09-30 00:00:00,三季报,2008三季报,CNY,459.83,45.26,0.22,58.79,14.04,,1.95,439.07,24.99,14.85,2530.76,,,,,48009082000.0,153.94,137.5,,,3.9,4.36,15.11,,,0.71,,,,,6.7,,22.46,,0.0,4414.54,,413.18,30.8,,0.39,,0.78,157.47,3483.8,,,10.18,9.45,29.39,,0.52,1.65,,64.71,64.71,,18.01,10.46,0.0,4230.8,23.89,,,,71.7,,9.34,33.24,45.58,,,0.0,183.75,,0.0,183.75,4414.54,
000001.SZ,平安银行,2008-06-30 00:00:00,中报,2008中报,CNY,479.04,58.77,0.45,97.26,15.97,,2.79,591.91,25.93,15.1,2402.33,,,,,36857537000.0,162.71,136.5,,,4.64,4.39,14.94,,,0.65,,,,,6.73,,29.56,,0.0,4418.23,,524.22,13.0,,5.45,,2.0,111.88,3431.4,,,9.4,6.93,26.76,,0.61,2.11,,64.7,64.7,,32.75,17.59,0.0,4248.8,23.89,,,,69.12,,9.34,33.24,33.85,,,0.0,169.43,,0.0,169.43,4418.23,
000001.SZ,平安银行,2008-03-31 00:00:00,一季报,2008一季报,CNY,485.88,32.26,0.64,55.68,14.44,,3.74,637.48,,14.5,2278.71,,,,,23286019000.0,159.96,134.5,,,2.72,4.45,15.1,,,0.65,,,,,6.78,,14.38,,-0.0,4094.74,,488.93,41.38,,5.42,,3.39,155.31,3135.13,,,7.34,4.43,19.61,,0.77,2.28,,64.82,,,25.52,,-0.0,3954.33,22.93,,,,52.45,,7.19,27.16,30.68,,,0.0,140.41,,0.0,140.41,4094.74,
000001.SZ,平安银行,2007-12-31 00:00:00,年报,2007年报,CNY,407.26,40.14,0.08,26.43,14.78,,2.92,337.69,7.78,11.26,2150.12,,,,,17850892000.0,159.11,134.5,,,2.52,4.41,15.54,,,0.68,,,,,9.94,,21.72,,0.0,3525.39,,323.89,23.0,,12.47,,2.55,164.68,2812.77,,,9.25,8.2,17.28,,0.77,0.99,,,,,16.09,3.4,0.0,3395.33,22.93,,,,52.14,,7.19,27.16,20.64,,,0.0,130.06,,0.0,130.06,3525.39,
000001.SZ,平安银行,2007-09-30 00:00:00,三季报,2007三季报,CNY,322.24,40.21,0.03,48.16,15.47,15.47,1.59,392.27,,8.6,2072.27,,,,,20296509000.0,160.0,95.0,,,2.52,4.8,15.06,,,0.41,,,,,8.66,,15.01,,0.0,3405.27,,258.53,21.09,,12.71,12.71,1.57,99.94,2879.41,,,7.27,5.45,16.23,,0.7,1.6,,,,,17.12,,-0.0,3321.63,20.87,,,,15.54,,5.67,25.8,15.76,,,0.0,83.64,,0.0,83.64,3405.27,
000001.SZ,平安银行,2007-06-30 00:00:00,中报,2007中报,CNY,274.91,45.92,0.22,27.34,18.73,18.73,0.93,330.22,,7.51,2003.81,,,,,20616491000.0,158.19,20.0,,,2.52,4.61,15.25,,,0.3,,,,,8.9,,15.04,,0.0,3140.56,0.86,244.34,21.75,,12.85,12.85,1.04,71.55,2664.66,,,6.3,4.53,13.81,,0.7,2.05,,,,,19.13,,0.0,3063.58,20.87,,,,16.39,,5.67,25.8,8.27,,,0.0,76.98,,0.0,76.98,3140.56,
000001.SZ,平安银行,2007-03-31 00:00:00,一季报,2007一季报,CNY,236.53,21.26,,71.73,21.71,,0.4,222.31,,8.3,1853.02,,,,,21304379993.0,174.73,,,,2.03,4.41,16.81,,,0.25,,,,,9.71,,20.33,,-0.0,2876.59,,250.74,0.52,,16.21,,0.32,37.8,2443.77,,,4.56,5.73,10.79,,0.55,2.31,,,,,32.23,,0.0,2805.53,19.46,,,,16.22,,4.54,16.8,14.04,,,0.0,71.06,,-0.0,71.06,2876.59,
000001.SZ,平安银行,2006-12-31 00:00:00,年报,2006年报,CNY,262.88,30.81,,33.69,4.27,,0.23,112.72,,6.76,1752.45,,,,,18052342000.0,175.48,,,,2.48,4.61,15.43,,,0.27,,,,,10.16,,14.86,,0.0,2607.61,,170.69,,,4.84,,0.28,7.41,2322.06,,,6.15,5.04,9.43,,0.55,2.63,,,,,12.56,,0.0,2541.64,19.46,,,,16.49,,4.54,16.8,8.69,,,0.0,65.97,,0.0,65.97,2607.61,
000001.SZ,平安银行,2006-09-30 00:00:00,三季报,2006三季报,CNY,196.27,35.38,,47.47,5.36,5.36,0.02,59.64,,,,,,,,19382860983.0,179.29,,,,,,19.72,0.12,,0.4,,8.99,,8.99,9.32,1.2,,1705.28,0.0,2462.3,,135.58,0.18,,5.13,5.13,0.15,12.41,2200.14,,,,4.37,,,0.55,2.46,,,,,,40.79,0.0,2401.76,19.46,,,,16.83,,3.23,4.8,16.65,-0.43,,0.0,60.54,,0.0,60.54,2462.3,
000001.SZ,平安银行,2006-06-30 00:00:00,中报,2006中报,CNY,177.8,39.31,,51.08,,,0.01,74.0,,,,,,,,,179.58,,,,,,20.91,0.06,,0.4,,8.87,,8.87,9.82,1.19,,1865.22,0.0,2428.24,,88.85,,,5.38,5.38,0.16,126.28,2117.16,,,,3.58,,,0.6,2.12,,,,,,28.2,0.0,2372.32,19.46,,,,16.48,,3.23,4.8,12.38,-0.42,,0.0,55.92,,0.0,55.92,2428.24,
000001.SZ,平安银行,2006-03-31 00:00:00,一季报,2006一季报,CNY,8.1,,,,197.2,197.2,,,2.61,,,,,,,,,,,,1.59,,23.68,0.07,,0.38,,,,,10.4,,,10.97,,2395.58,,,,,,,,,,,,4.19,6.13,,0.23,0.59,2.64,,,,,0.0,25.6,,2342.93,19.46,,,,15.72,,3.23,,9.86,-0.42,,,52.64,,,52.64,2395.58,
000001.SZ,平安银行,2005-12-31 00:00:00,年报,2005年报,CNY,217.6,65.79,,32.85,8.48,,0.06,86.65,2.29,4.62,1496.15,,,,,26248543243.0,,,0.0,0.0,2.33,,24.18,0.05,,0.42,,10.24,1.72,8.52,10.01,1.21,11.63,1635.17,0.0,2223.25,,104.69,,,6.79,,0.16,11.69,2018.16,10.04,0.0,4.1,5.22,8.21,0.23,0.59,2.35,0.0,,,,10.74,2102.6,0.0,2172.7,19.46,,,,15.74,,3.24,4.8,7.73,-0.43,0.0,0.0,50.54,,0.0,50.54,2223.25,0.23
000001.SZ,平安银行,2005-09-30 00:00:00,三季报,2005三季报,CNY,8.83,,,,65.97,65.97,,,,,,,,,,,,,,,1.56,,30.76,0.18,,0.46,,,,,9.93,,,2.03,,2205.16,,,,,,,,,,,,3.73,5.08,,0.23,0.29,2.06,,,,,0.0,31.92,,2155.01,19.46,,,,15.72,,2.62,,10.01,-0.35,,,50.15,,,50.15,2205.16,
000001.SZ,平安银行,2005-06-30 00:00:00,中报,2005中报,CNY,7.04,,,,63.76,63.76,,,,,,,,,,,,,,,1.56,,31.35,0.12,,0.52,,,,,9.84,,,7.16,,2105.06,,,,,,,,,,,,3.57,4.73,,0.23,0.29,1.71,,,,,0.0,34.44,,2056.13,19.46,,,,15.72,,2.63,,8.42,-0.0,,,48.92,,,48.92,2105.06,
000001.SZ,平安银行,2005-03-31 00:00:00,一季报,2005一季报,CNY,7.58,,,,86.13,86.13,,,,,,,,,,,,,,,1.56,,31.97,0.15,,0.6,,,,,8.19,,,3.56,,2012.04,,,,,,,,,,,,3.18,4.93,,0.23,0.3,1.72,,,,,0.0,30.24,,1963.65,19.46,,,,15.72,,2.63,,7.89,-0.0,,,48.39,,,48.39,2012.04,
000001.SZ,平安银行,2004-12-31 00:00:00,年报,2004年报,CNY,191.07,52.36,,27.52,110.47,110.47,,111.48,2.31,,-51.12,,,,,,226.02,,0.0,0.0,227.1,,32.44,0.12,,0.66,,7.23,1.44,5.79,7.52,1.31,61.45,1374.4,0.0,2044.43,,83.25,3.23,,,,,138.98,0.0,11.94,0.0,3.65,4.28,,0.24,0.3,1.98,0.0,,,,0.0,1749.08,0.0,1997.08,19.46,,,,15.72,,2.7,2.8,6.67,-0.0,0.0,0.0,47.34,,0.0,47.34,2044.43,0.15
000001.SZ,平安银行,2004-09-30 00:00:00,三季报,2004三季报,CNY,7.34,,,,51.56,51.56,,,,,,,,,,,,,,,1.54,,0.0,0.26,,0.67,,,,,,,,3.67,,1988.48,,,,,,,,,,,,3.38,1.9,,0.24,,,,,,,0.0,28.95,,1944.76,19.46,,,,15.72,,1.55,,5.74,-0.0,,,43.72,,,43.72,1988.48,
000001.SZ,平安银行,2004-06-30 00:00:00,中报,2004中报,CNY,6.09,,,,40.84,40.84,,,0.58,,,,,,,,,,,,1.54,,23.06,0.18,,0.73,,,,,,,,7.35,,2031.94,,,,,,,,,,,,2.61,1.23,,0.56,0.28,,,,,,0.0,23.62,,1989.44,19.46,,,,15.72,,1.55,,4.53,-0.0,,,42.51,,,42.51,2031.94,
000001.SZ,平安银行,2004-03-31 00:00:00,一季报,2004一季报,CNY,6.99,,,,50.0,50.0,,,,,,,,,,,,,,,1.54,,0.0,0.52,,0.56,,,,,,,,4.14,,2124.97,,,,,,,,,,,,1.79,2.22,,0.56,0.19,,,,,,0.0,50.53,,2083.19,19.46,,,,15.72,,1.55,,3.81,0.0,,,41.79,,,41.79,2124.97,
000001.SZ,平安银行,2003-12-31 00:00:00,年报,2003年报,CNY,5.9,82.22,,21.48,7.49,7.49,,,,,1286.65,,,,,6124579610.0,216.88,,,,1.53,,23.88,0.18,,0.87,,,,,6.02,,,3.38,,1934.53,33.71,119.53,211.62,,,,,49.55,1421.24,,,2.38,1.62,,0.62,0.19,1.73,,,,,0.0,10.56,,1890.59,19.46,,,,15.72,,2.19,1.26,4.46,-0.0,,,43.95,,,43.95,1934.53,
000001.SZ,平安银行,2003-09-30 00:00:00,三季报,2003三季报,CNY,5.71,,,,19.56,19.56,,,,,,,,,,,,,,,1.11,,0.0,0.44,,0.76,,,,,,,,2.47,,1933.96,,,,,,,,,,,,0.86,1.34,,1.17,0.08,,,,,,0.0,17.86,,1894.14,19.46,,,,15.72,,1.25,,2.53,,,,39.82,,,39.82,1933.96,
000001.SZ,平安银行,2003-06-30 00:00:00,中报,2003中报,CNY,5.03,,,,22.07,22.07,,,0.45,,,,,,,,,,,,1.13,,23.33,0.38,,0.64,,,,,,,,7.36,,1754.55,,,,,,,,,,,,0.64,1.15,,0.38,0.08,,,,,,0.0,27.07,,1711.25,19.46,,,,15.72,,1.25,,6.01,0.0,,,43.3,,,43.3,1754.55,
000001.SZ,平安银行,2003-03-31 00:00:00,一季报,2003一季报,CNY,5.2,,,,8.64,8.64,,,,,,,,,,,,,,,1.86,,0.0,0.31,,0.65,,,,,,,,2.39,,1624.67,,,,,,,,,,,,1.19,1.51,,3.3,0.08,,,,,,0.0,22.57,,1585.46,19.46,,,,15.72,,1.25,,1.92,-0.0,,,39.21,,,39.21,1624.67,
000001.SZ,平安银行,2002-12-31 00:00:00,年报,2002年报,CNY,5.15,103.19,,49.3,17.29,17.29,,2.05,,,1093.7,,,,,,181.87,,,,1.53,,0.0,0.35,,0.52,,,,,,,,2.08,,1661.66,1.26,97.63,300.48,,,,,41.5,1148.59,,,1.89,2.32,,0.39,0.08,,,,,,0.0,8.87,,1622.26,19.46,,,,15.72,,1.07,0.86,2.53,0.0,,,39.4,,,39.4,1661.66,
000001.SZ,平安银行,2002-09-30 00:00:00,三季报,2002三季报,CNY,4.72,,,,9.64,9.64,,,,,,,,,,,,,,,1.21,,0.0,0.14,,0.42,,,,,,,,4.67,,1600.22,,,,,,,,,,,,3.59,2.44,,0.61,,,,,,,0.0,16.79,,1559.64,19.46,,,,15.72,,0.6,,4.8,,,,40.58,,,40.58,1600.22,
000001.SZ,平安银行,2002-06-30 00:00:00,中报,2002中报,CNY,4.11,,,,1.05,1.05,,,0.36,,,,,,,,,,,,0.9,,20.76,0.93,,0.4,,,,,,,,9.54,,1346.89,,,,,,,,,,,,2.48,2.12,,3.15,,,,,,,0.0,14.45,,1307.47,19.46,,,,15.72,,0.6,,3.64,0.0,,,39.42,,,39.42,1346.89,
000001.SZ,平安银行,2002-03-31 00:00:00,一季报,2002一季报,CNY,3.81,,,,3.47,3.47,,,0.94,,,,,,,,,,,,1.05,,0.0,4.08,,0.43,,,,,,,,8.47,,1106.89,,,,,,,,,,,,1.42,2.12,,3.15,,,,,,,0.0,16.49,,1068.77,19.46,,,,15.72,,0.6,,2.34,,,,38.12,,,38.12,1106.89,
000001.SZ,平安银行,2001-12-31 00:00:00,年报,2001年报,CNY,3.79,40.85,,43.51,0.79,0.79,,63.87,0.11,,675.38,,,,,,129.7,,,,1.05,,0.0,4.75,,0.36,,,,,,,,2.14,-0.0,1201.27,11.09,98.87,154.97,,,,,,883.14,,,2.2,2.02,,3.15,,,,,,,0.0,6.57,,1164.99,19.46,,,,15.72,,0.6,,0.5,,,,36.28,,,36.28,1201.27,
000001.SZ,平安银行,2001-06-30 00:00:00,中报,2001中报,CNY,3.62,,,,0.59,0.59,,,0.22,,,,,,,,,,,,1.09,,17.26,3.97,,0.24,,,,,,,,6.98,,851.81,,,,,,,,,,,,0.98,0.5,,0.23,,,,,,,0.0,13.05,,802.2,19.46,,,,27.93,,,,2.23,,,,49.62,,,49.62,851.81,
000001.SZ,平安银行,2000-12-31 00:00:00,年报,2000年报,CNY,3.82,36.53,,44.72,0.3,0.3,,14.32,0.23,,367.02,,,,,,74.13,,,,1.09,,0.0,3.1,,0.02,,,,,,,,5.5,,660.06,21.06,54.55,2.47,,,,,8.8,529.12,,,1.38,0.58,,0.24,,,,,,,0.0,4.52,,624.89,19.46,,,,15.72,,,,,,,,35.18,,,35.18,660.06,
000001.SZ,平安银行,2000-06-30 00:00:00,中报,2000中报,CNY,3.27,,,,0.3,0.3,,,,,,,,,,,,,,,2.56,,0.0,,,,,,,,,,,7.81,,497.32,,,,,,,,,,,,1.08,0.55,,1.55,,,,,,,0.0,9.69,,466.54,15.52,,,,2.91,,8.94,,3.41,,,,30.79,,,30.79,497.32,
000001.SZ,平安银行,1999-12-31 00:00:00,年报,1999年报,CNY,8.23,10.77,,17.5,1.18,1.18,,1.68,,,260.82,,,,,,44.11,,,,1.4,,0.0,3.76,,,,,,,,,,1.83,,439.12,7.35,24.69,1.49,,0.23,0.23,,8.0,373.84,,,1.69,0.56,,2.88,,,,,,,0.0,6.4,,427.71,15.52,,,,0.96,,8.94,,-5.06,,,,11.42,,,11.42,439.12,
000001.SZ,平安银行,1999-06-30 00:00:00,中报,1999中报,CNY,4.53,,,,0.23,0.23,,,4.77,,,,,,,,,,,,2.62,,0.0,,,,,,,,,,,13.58,,387.12,,,,,,,,,,,,1.16,0.73,,,,,,,,,0.0,9.32,,347.95,15.52,,,,2.91,,8.48,,12.26,,,,39.18,,,39.18,387.12,
000001.SZ,平安银行,1998-12-31 00:00:00,年报,1998年报,CNY,5.16,11.69,,18.18,,,,0.73,3.7,,235.47,,,,,,31.83,,,,2.62,,0.0,,,,,,,,,,,7.94,,390.08,1.43,15.02,2.26,,0.5,0.5,,10.0,316.74,,,1.78,1.12,,,,,,,,,0.0,8.27,,357.32,15.52,,,,2.91,,7.83,,6.5,,,,32.77,-0.0,,32.76,390.08,
000001.SZ,平安银行,1998-06-30 00:00:00,中报,1998中报,CNY,6.54,,,,,,,,3.04,,,,,,,,,,,,3.37,,0.0,,,,,,,,,,,10.74,,348.73,,,,,,,,,,,,1.14,2.02,,,,,,,,,0.0,9.46,,310.96,15.52,,,,2.91,,5.92,,13.37,,,,37.72,0.05,,37.77,348.73,
000001.SZ,平安银行,1997-12-31 00:00:00,年报,1997年报,CNY,47.99,13.92,,19.95,,,,0.79,2.17,,188.46,,,,,,8.19,,,,,,16.1,,,,,,,,,,,30.67,0.0,317.99,0.24,12.75,3.56,,0.67,0.67,,,254.41,,,1.45,1.82,,,,,,,,,0.0,17.11,,283.98,15.52,,,,2.91,,5.92,,9.6,,,,33.96,0.05,,34.01,317.99,
000001.SZ,平安银行,1997-06-30 00:00:00,中报,1997中报,CNY,3.65,,,,,,,,1.78,,,,,,,,,,,,,,0.0,,,,,,,,,,,7.86,,305.32,,,,,,,,,,,,0.81,1.36,,2.07,,,,,,,0.0,6.99,,275.49,10.35,,,,2.91,,5.93,,10.59,,,,29.78,0.05,,29.82,305.32,
000001.SZ,平安银行,1996-12-31 00:00:00,年报,1996年报,CNY,57.73,23.69,,23.4,0.71,0.71,,2.02,1.91,,151.04,,,,,,7.36,,,,,,14.25,,,,,,,,,,,28.37,,300.22,4.95,15.91,5.0,,0.43,0.43,,2.65,233.6,,,0.82,1.37,,2.07,,,,,,,0.0,16.13,,274.82,10.35,,,,2.91,,5.93,,6.15,,,,25.35,0.05,,25.4,300.22,
000001.SZ,平安银行,1996-06-30 00:00:00,中报,1996中报,CNY,4.41,,,,0.1,0.1,,,1.86,,,,,,,,,,,,,,0.0,,,,,,,,,,,8.31,,242.97,,,,,,,,,,,,0.73,1.34,,,,,,,,,0.0,6.02,,219.72,10.35,,,,2.91,,4.76,,5.18,,,,23.2,0.05,,23.25,242.97,
000001.SZ,平安银行,1995-12-31 00:00:00,年报,1995年报,CNY,29.95,9.63,,14.07,0.11,0.11,,2.46,1.21,,114.18,,,,,,6.94,,,,,,10.01,,,,,,,,,,,22.08,,203.12,4.13,7.66,4.15,,0.2,0.2,,1.27,158.14,,,0.5,0.78,,,,,,,,,0.0,10.9,,183.52,7.76,,,,5.5,,4.76,,1.53,,,,19.55,0.05,,19.61,203.12,
000001.SZ,平安银行,1995-06-30 00:00:00,中报,1995中报,CNY,3.25,,,,0.15,0.15,,,1.7,,,,,,,,,,,,,,0.0,,,,,,,,,,,4.97,,174.4,,,,,,,,,,,,0.16,0.68,,,,,,,,,0.0,3.5,,155.72,4.31,,,,5.5,,2.95,,5.88,,,,18.64,0.04,,18.68,174.4,
000001.SZ,平安银行,1994-12-31 00:00:00,年报,1994年报,CNY,24.15,4.85,,10.64,0.19,0.19,,3.97,0.6,,85.41,,,,,,5.44,,,,,,6.16,,,,,,,,,,,20.81,,154.88,6.3,1.34,1.22,,0.18,0.18,,1.84,120.09,,,0.39,0.93,,0.0,,,,,,,0.0,8.4,,138.29,4.31,,,,5.5,,2.99,,3.75,,,,16.56,0.04,,16.6,154.88,
000001.SZ,平安银行,1994-06-30 00:00:00,中报,1994中报,CNY,1.4,,,,,,,,0.4,,,,,,,,,,,,,,0.0,,,,,,,,,,,7.35,,124.66,,,,,,,,,,,,0.06,0.5,,,,,,,,,0.0,2.23,,109.53,2.69,,,,4.98,,2.44,,5.02,,,,15.13,,,15.13,124.66,
000001.SZ,平安银行,1993-12-31 00:00:00,年报,1993年报,CNY,1.12,,,,0.04,0.04,,,,,,,,,,,,,,,2.17,,0.0,,,,,,,,,,,4.28,,93.23,,,,,,,,,,,,0.09,0.42,,,,,,,,,0.0,1.09,,81.14,2.69,,,,4.98,,1.75,,2.63,,,,12.05,0.04,,12.09,93.23,
000001.SZ,平安银行,1992-12-31 00:00:00,年报,1992年报,CNY,0.63,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,75.23,,,,,,,,,,,,,,,,,,,,,,1.96,0.0,,1.96,1.35,,,,2.64,,,,1.46,,,,5.46,,,5.46,75.23,
000001.SZ,平安银行,1991-12-31 00:00:00,年报,1991年报,CNY,0.33,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,43.54,,,,,,,,,,,,,,,,,,,,,,0.77,0.0,,0.77,0.9,,,,2.64,,0.73,,1.5,,,,5.78,,,5.78,43.54,
000001.SZ,平安银行,1990-12-31 00:00:00,年报,1990年报,CNY,8.04,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,29.19,,,,,,,,,,,,,,,,,,,,,,0.56,0.0,,0.56,0.9,,,,,,0.45,,1.01,,,,2.37,,,2.37,29.19,
000001.SZ,平安银行,1989-12-31 00:00:00,年报,1989年报,CNY,3.83,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,16.82,,,,,,,,,,,,,,,,,,,,,,0.4,0.0,,0.4,0.44,,,,,,0.29,,0.71,,,,1.44,,,1.44,16.82,
