证券代码,证券简称,报告日期,报告类型,报告日期名称,货币单位,存放同业和其他金融机构款项其他,客户存款净增加额,同业和其他金融机构存放款项增加,向中央银行借款增加,中央银行存放款项减少,存放中央银行款项减少,同业和其他金融机构存放款项减少,回购借款增加,拆入资金增加,卖出回购金融资产增加,拆出资金返售协议减少,拆出资金减少,买入返售金融资产减少,同业存单净变动,交易性金融负债增加,交易性金融资产减少,收取利息和手续费净增加,收取利息现金,收取手续费现金,处置抵押资产收到的现金,收回已核销贷款,收到其他与经营活动有关的现金,经营活动现金流入其他项目,经营活动现金流入差额,经营活动现金流入总额,发放贷款及垫款增加,向中央银行借款减少,中央银行存放款项增加,存放中央银行款项增加,同业和其他金融机构存放款项增加,同业往来其他减少,发行同业存单减少,拆出资金返售协议增加,拆出资金返售增加,买入返售金融资产增加,回购借款减少,拆入资金减少,卖出回购金融资产减少,交易性金融资产增加,交易性金融负债减少,支付利息和手续费,支付利息现金,支付手续费现金,支付给职工的现金,支付的各项税费,应收账款增加,支付其他与经营活动有关的现金,经营活动现金流出其他项目,经营活动现金流出差额,经营活动现金流出总额,经营活动现金流量净额其他项目,经营活动现金流量净额差额,经营活动产生的现金流量净额,收回投资收到的现金,取得投资收益收到的现金,取得股利、利润收到的现金,处置长期资产收到的现金,处置子公司及合营企业收到的现金,收到其他与投资活动有关的现金,投资活动现金流入其他项目,投资活动现金流入差额,投资活动现金流入总额,投资支付的现金,购建长期资产支付的现金,取得子公司及其他营业单位支付的现金,支付其他与投资活动有关的现金,投资活动现金流出其他项目,投资活动现金流出差额,投资活动现金流出总额,投资活动现金流量净额其他项目,投资活动现金流量净额差额,投资活动产生的现金流量净额,发行债券收到的现金,发行次级债券收到的现金,发行其他债券收到的现金,吸收投资收到的现金,子公司吸收投资收到的现金,发行同业存单收到的现金,取得新增股权收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入其他项目,筹资活动现金流入差额,筹资活动现金流入总额,偿还债务支付的现金,支付债券利息,发行股票支付的费用,分配股利、利润支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出其他项目,筹资活动现金流出差额,筹资活动现金流出总额,筹资活动现金流量净额其他项目,筹资活动现金流量净额差额,筹资活动产生的现金流量净额,汇率变动对现金的影响,现金及现金等价物其他增加,现金及现金等价物增加差额,现金及现金等价物净增加额,期初现金及现金等价物余额,期末现金及现金等价物差额,期末现金及现金等价物余额,净利润,资产减值准备,转回投资减值准备,其他资产减值准备,预计负债计提,固定资产折旧和无形资产摊销,固定资产折旧,无形资产和其他长期资产摊销,无形资产摊销,长期待摊费用摊销,处置长期资产损失,公允价值变动损失,收回已核销款项,投资损失,债券利息支出,递延所得税,递延所得税资产减少,递延所得税负债增加,贷款增加,经营性应收项目减少,经营性应付项目增加,其他调整项目,间接法下经营活动现金流量其他项目,间接法下经营活动现金流量差额,间接法下经营活动现金流量净额,不涉及现金收支的投资和筹资活动其他,期末现金余额,期初现金余额,期末现金等价物余额,期初现金等价物余额,间接法下现金净增加额差额,间接法下现金净增加额,信用减值损失转回
000001.SZ,平安银行,2024-12-31 00:00:00,年报,2024年报,CNY,944.86,,,,106.86,,,795.26,66.02,729.24,40.24,,40.24,,,,2189.79,,,,,1231.06,,0.0,5308.07,561.29,1214.84,,,,,,625.16,625.16,,,,,791.03,,840.14,,,201.52,238.27,,202.46,,0.0,4674.71,,0.0,633.36,6097.2,368.12,,3.45,,,,0.0,6468.77,6763.48,23.88,,,,0.0,6787.36,,0.0,-318.59,7339.97,,,,,,,,,0.0,7339.97,7784.65,52.31,,268.07,0.47,26.11,0.0,8079.3,,0.0,-739.33,11.83,,0.0,-412.73,2982.19,0.0,2569.46,445.08,,,,,16.06,15.91,14.23,8.14,6.09,0.32,-61.84,,-367.07,165.68,-65.07,-65.07,,,-2029.85,1998.98,,4.98,0.0,633.36,,34.21,36.87,2535.25,2945.32,0.0,-412.73,489.39
000001.SZ,平安银行,2024-09-30 00:00:00,三季报,2024三季报,CNY,1357.23,,,,257.7,,,785.36,305.44,479.92,39.77,,39.77,,,,1689.26,,,,,1256.15,,0.0,5385.47,433.47,696.17,,,,,,480.26,480.26,,,,,1268.72,,618.94,,,161.63,166.09,,188.61,,0.0,4013.89,,0.0,1371.58,4362.88,274.2,,1.87,,,,0.0,4638.95,4733.13,11.21,,,,0.0,4744.34,,0.0,-105.39,5130.4,,,,,,,,,0.0,5130.4,6377.61,28.98,,188.8,0.47,18.84,0.0,6585.72,,0.0,-1455.32,-5.94,,0.0,-195.07,2982.19,0.0,2787.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,2024-06-30 00:00:00,中报,2024中报,CNY,2546.37,,,,304.15,,,0.1,0.1,,37.75,,37.75,,,,1156.75,,,,,1042.72,,0.0,5087.84,506.31,818.52,,,,,,471.35,471.35,,183.16,,183.16,1129.58,,457.6,,,119.97,122.07,,142.06,,0.0,3950.62,,0.0,1137.22,2748.31,191.85,,0.81,,,,0.0,2940.97,2653.73,6.31,,,,0.0,2660.04,,0.0,280.93,4529.44,,,,,,,,,0.0,4529.44,5796.63,28.99,,188.81,,12.81,0.0,5998.25,,0.0,-1468.81,10.32,,0.0,-40.34,2982.19,0.0,2941.85,258.79,,,,,8.3,8.22,7.01,3.97,3.04,-0.01,-71.55,,-191.16,92.22,34.12,34.12,,,-2072.72,2828.54,,0.62,0.0,1137.22,,33.39,36.87,2908.46,2945.32,0.0,-40.34,231.51
000001.SZ,平安银行,2024-03-31 00:00:00,一季报,2024一季报,CNY,797.97,,,,382.61,,,163.8,94.0,69.8,8.64,,8.64,,,,596.01,,,,,268.49,,0.0,2217.52,986.51,428.95,,,,,,257.35,257.35,,,,,329.36,,199.0,,,82.51,38.37,,109.29,,0.0,2431.34,,0.0,-213.82,1159.17,77.09,,0.17,,,,0.0,1236.43,1150.91,2.41,,,,0.0,1153.32,,0.0,83.11,2947.64,,,,,,,,,0.0,2947.64,2685.39,7.13,,27.42,,6.82,0.0,2719.63,,0.0,228.01,9.23,,0.0,106.53,2982.19,0.0,3088.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,2023-12-31 00:00:00,年报,2023年报,CNY,1426.03,,,166.65,41.98,,,446.73,,446.73,,,,,,443.63,2515.64,,,,,249.69,,0.0,5290.35,1636.64,,,,,,,641.71,627.01,14.7,81.23,81.23,,,,812.98,,,223.46,320.0,,649.72,,0.0,4365.74,,0.0,924.61,4021.05,384.01,,2.19,,,,0.0,4407.25,4637.71,30.96,,,,0.0,4668.67,,0.0,-261.42,9334.16,,,,,,,,,0.0,9334.16,9088.07,53.93,,137.73,,27.47,0.0,9253.27,,0.0,80.89,14.85,,0.0,758.93,2223.26,0.0,2982.19,464.55,,,,,18.97,18.79,15.35,7.89,7.46,-0.07,-107.29,,-373.02,170.38,-15.36,-15.36,,,-1774.34,1907.78,,2.58,0.0,924.61,,36.87,41.62,2945.32,2181.64,0.0,758.93,590.17
000001.SZ,平安银行,2023-09-30 00:00:00,三季报,2023三季报,CNY,1421.73,,,622.27,,,,,,,24.18,,24.18,,,142.18,1927.73,,,,,257.81,,0.0,4395.9,1560.72,,3.83,,,,,230.16,230.16,,223.07,222.16,0.91,,,584.98,,,181.15,261.13,,191.56,,0.0,3236.6,,0.0,1159.3,3134.39,279.43,,1.46,,,,0.0,3415.28,2893.26,21.73,,,,0.0,2914.99,,0.0,500.29,6489.89,,,,,,,,,0.0,6489.89,7274.34,30.21,,105.81,,19.97,0.0,7400.12,,0.0,-910.23,34.53,,0.0,783.89,2223.26,0.0,3007.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,2023-06-30 00:00:00,中报,2023中报,CNY,1417.24,,,,108.51,,,87.88,,87.88,17.79,2.06,15.73,,,243.77,1308.02,,,,,248.72,,0.0,3431.93,1491.76,540.9,,,,,,,,,80.95,80.95,,,,379.52,,,136.32,212.07,,148.0,,0.0,2989.52,,0.0,442.41,2107.27,190.69,,0.95,,,,0.0,2298.91,1902.33,9.49,,,,0.0,1911.82,,0.0,387.09,4728.27,,,,,,,,,0.0,4728.27,4694.73,29.49,,105.09,,14.09,0.0,4813.91,,0.0,-85.64,33.51,,0.0,777.37,2223.26,0.0,3000.63,253.87,0.39,,0.39,,9.76,9.67,7.06,3.69,3.37,-0.08,-119.46,,-180.18,83.56,8.56,8.56,,,-1429.16,1472.09,,0.66,0.0,442.41,,35.02,41.62,2965.61,2181.64,0.0,777.37,323.22
000001.SZ,平安银行,2023-03-31 00:00:00,一季报,2023一季报,CNY,2078.38,,,,24.29,,,173.56,,173.56,15.09,15.09,,,,362.67,661.83,,,,,261.39,,0.0,3577.21,1285.55,621.93,,,,,,9.31,,9.31,95.55,95.55,,,,194.66,,,92.46,46.52,,139.67,,0.0,2485.65,,0.0,1091.56,917.56,82.84,,1.3,,,,0.0,1001.7,927.51,3.94,,,,0.0,931.45,,0.0,70.25,1634.57,,,,,,,,,0.0,1634.57,2081.21,7.43,,27.72,,6.57,0.0,2115.5,,0.0,-480.93,-7.79,,0.0,673.09,2223.26,0.0,2896.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,2022-12-31 00:00:00,年报,2022年报,CNY,4111.57,,,433.17,,,,147.1,147.1,,,,,,,,2488.91,,,,,536.76,,0.0,7717.51,3329.03,,214.05,,,,,547.15,526.97,20.18,343.33,,343.33,459.87,,743.73,,,217.41,277.13,,240.09,,0.0,6371.79,,0.0,1345.72,4919.14,384.27,,2.91,,,,0.0,5306.32,5092.31,35.43,,,,0.0,5127.74,,0.0,178.58,6791.89,,,,,,,,,0.0,6791.89,8259.06,46.13,,118.87,,28.01,0.0,8405.94,,0.0,-1614.05,60.79,,0.0,-28.96,2252.22,0.0,2223.26,455.16,,,,,19.57,19.33,14.43,7.32,7.11,-1.01,35.79,,-342.11,194.7,-46.48,-46.48,,,-4630.15,4903.77,,2.14,0.0,1345.72,,41.62,36.85,2181.64,2215.37,0.0,-28.96,713.41
000001.SZ,平安银行,2022-09-30 00:00:00,三季报,2022三季报,CNY,2098.17,,,145.83,,,,341.01,66.26,274.75,3.05,,3.05,,,181.41,1855.18,,,,,860.11,,0.0,5484.76,2845.93,,152.3,,,,,458.61,458.61,,,,,,,518.36,,,173.77,212.3,,198.31,,0.0,4559.58,,0.0,925.18,3855.44,287.19,,2.24,,,,0.0,4144.87,3984.38,24.35,,,,0.0,4008.73,,0.0,136.14,5187.55,,,,,,,,,0.0,5187.55,6522.11,33.87,,98.41,,20.86,0.0,6641.38,,0.0,-1453.83,57.46,,0.0,-335.05,2252.22,0.0,1917.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,2022-06-30 00:00:00,中报,2022中报,CNY,2981.56,,,,,,,78.39,78.39,,0.83,,0.83,,,291.22,1238.15,,,,,641.29,,0.0,5231.44,1952.67,167.66,137.79,,,,,382.02,382.02,,312.03,,312.03,,,342.88,,,130.88,163.78,,136.9,,0.0,3726.61,,0.0,1504.83,2676.58,202.17,,1.04,,,,0.0,2879.79,2980.16,6.16,,,,0.0,2986.32,,0.0,-106.53,3816.13,,,,,,,,,0.0,3816.13,5354.51,32.59,,52.88,,12.99,0.0,5420.38,,0.0,-1604.25,30.78,,0.0,-175.17,2252.22,0.0,2077.05,220.88,-0.49,,-0.49,,9.64,9.51,6.7,3.21,3.49,-0.55,-24.25,,-179.81,105.24,-10.88,-10.88,,,-2114.2,3089.23,,1.5,0.0,1504.83,,35.96,36.85,2041.09,2215.37,0.0,-175.17,388.94
000001.SZ,平安银行,2022-03-31 00:00:00,一季报,2022一季报,CNY,1868.2,,,597.01,,,,34.42,34.42,,2.49,,2.49,,,,623.57,,,,,471.46,,0.0,3597.15,1070.36,,101.08,,,,,83.74,83.74,,475.91,,475.91,49.66,,166.14,,,91.11,37.63,,50.25,,0.0,2125.88,,0.0,1471.27,1311.68,88.3,,0.79,,,,0.0,1400.77,1448.3,2.04,,,,0.0,1450.34,,0.0,-49.57,2234.44,,,,,,,,,0.0,2234.44,2817.19,10.01,,30.3,,6.48,0.0,2853.97,,0.0,-619.53,-4.77,,0.0,797.4,2252.22,0.0,3049.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,2021-12-31 00:00:00,年报,2021年报,CNY,1629.32,,,234.52,100.33,,,124.95,,124.95,31.12,31.12,,,,,2307.19,,,,,433.05,,0.0,4860.48,4473.89,,,,,,,1.81,,1.81,86.29,86.29,,689.34,,704.44,,,205.6,234.11,,392.33,,0.0,6787.81,,0.0,-1927.33,4831.6,360.17,,5.59,,,,0.0,5197.36,5535.77,66.14,,,,0.0,5601.91,,0.0,-404.55,11127.99,,,,,,,,,0.0,11127.99,9177.4,48.95,,112.37,,27.58,0.0,9317.35,,0.0,1810.64,-16.04,,0.0,-537.28,2789.5,0.0,2252.22,363.36,,,,,17.96,17.73,16.63,9.59,7.04,0.42,-34.23,,-329.89,219.05,-11.43,-11.43,,,-5009.83,2077.08,,37.36,0.0,-1927.33,,36.85,38.05,2215.37,2751.45,0.0,-537.28,726.19
000001.SZ,平安银行,2021-09-30 00:00:00,三季报,2021三季报,CNY,1263.14,,,487.38,16.97,,,,,,83.41,82.11,1.3,,,,1719.51,,,,,386.79,,0.0,3957.2,3412.94,,,,,,,,,,103.72,1.58,102.14,555.38,,508.5,,,163.5,181.47,,289.77,,0.0,5215.28,,0.0,-1258.08,3575.83,250.73,,5.33,,,,0.0,3831.89,4070.95,59.33,,,,0.0,4130.28,,0.0,-298.39,7891.2,,,,,,,,,0.0,7891.2,6256.91,32.81,,88.03,,19.99,0.0,6364.93,,0.0,1526.27,-11.42,,0.0,-41.62,2789.5,0.0,2747.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,2021-06-30 00:00:00,中报,2021中报,CNY,1028.91,,,,,,,,,,11.73,11.73,,,,,1146.93,,,,,375.1,,0.0,2562.67,2276.58,20.01,135.02,,,,,1.52,,1.52,430.61,77.45,353.16,58.13,,329.84,,,123.57,134.95,,212.16,,0.0,3722.39,,0.0,-1159.72,2203.87,177.13,,3.31,,,,0.0,2384.31,2466.27,43.1,,,,0.0,2509.37,,0.0,-125.06,5227.51,,,,,,,,,0.0,5227.51,3642.15,29.84,,85.06,,13.31,0.0,3740.52,,0.0,1486.99,-10.54,,0.0,191.67,2789.5,0.0,2981.17,175.83,,,,,8.68,8.56,8.38,4.99,3.39,0.18,-7.37,,-163.68,100.5,-4.62,-4.62,,,-2425.94,752.67,,25.53,0.0,-1159.72,,37.75,38.05,2943.42,2751.45,0.0,191.67,370.12
000001.SZ,平安银行,2021-03-31 00:00:00,一季报,2021一季报,CNY,754.98,,,,,,,,,,70.19,70.09,0.1,,,272.43,576.14,,,,,336.18,,0.0,2009.92,1212.22,1.2,151.04,,,,,,,,346.02,167.77,178.25,,,174.78,,,86.17,27.05,,126.97,,0.0,2125.45,,0.0,-115.53,891.25,78.07,,0.15,,,,0.0,969.47,1069.09,35.5,,,,0.0,1104.59,,0.0,-135.12,2576.25,,,,,,,,,0.0,2576.25,2252.68,0.83,,21.12,0.95,6.61,0.0,2281.36,,0.0,294.89,0.17,,0.0,44.41,2789.5,0.0,2833.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,2020-12-31 00:00:00,年报,2020年报,CNY,3356.75,,,110.12,209.46,,,151.4,151.4,,53.59,53.02,0.57,,,,2184.84,,,,,469.96,,0.0,6536.12,4056.11,,,,,,,,,,46.02,,46.02,1133.64,,801.85,,,178.29,245.25,,236.57,1133.64,0.0,6697.73,,0.0,-161.61,6619.67,369.42,,3.77,,,,0.0,6992.86,6798.52,34.9,,,,0.0,6833.42,,0.0,159.44,8065.7,,,,,,,,8065.7,0.0,8065.7,6904.0,39.8,,99.04,,28.65,0.0,7031.69,,0.0,1034.01,-32.92,,0.0,998.92,1790.58,0.0,2789.5,289.28,,,,,15.31,15.08,16.89,10.59,6.3,0.26,7.16,,-337.54,159.09,-36.88,-36.88,,,-4830.76,3825.15,,34.32,0.0,-161.61,,38.05,54.59,2751.45,1735.99,0.0,998.92,696.11
000001.SZ,平安银行,2020-09-30 00:00:00,三季报,2020三季报,CNY,1676.97,,,88.5,279.37,,,842.38,294.5,547.88,44.7,44.14,0.56,,,,1632.85,,,,,561.9,,0.0,5126.67,3036.39,,,,,,,,,,,,,645.3,,609.63,,,140.58,203.8,,183.99,,0.0,4819.69,,0.0,306.98,5346.95,289.47,,2.54,,,,0.0,5638.96,5461.26,16.95,,,,0.0,5478.21,,0.0,160.75,5899.68,,,,,,,,,0.0,5899.68,5114.5,26.54,,77.58,,21.16,0.0,5213.24,,0.0,686.44,-14.04,,0.0,1140.13,1790.58,0.0,2930.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,2020-06-30 00:00:00,中报,2020中报,CNY,729.98,,,62.05,204.81,,,297.91,86.43,211.48,153.28,152.72,0.56,,,,1061.46,,,,,712.59,,0.0,3222.08,2057.16,,,,,,,,,,,,,648.97,,403.75,,,105.14,153.8,,109.92,,0.0,3478.74,,0.0,-256.66,3712.09,196.44,,1.14,,,,0.0,3909.67,3909.77,7.82,,,,0.0,3917.59,,0.0,-7.92,3524.24,,,,,,,,,0.0,3524.24,2996.8,20.24,,71.28,,14.23,0.0,3082.31,,0.0,441.93,8.62,,0.0,185.97,1790.58,0.0,1976.55,136.78,,,,,7.33,7.24,7.38,4.68,2.7,0.14,12.68,,-186.98,77.23,-24.5,-24.5,,,-2207.29,1522.37,,19.66,0.0,-256.66,,48.78,54.59,1927.77,1735.99,0.0,185.97,378.54
000001.SZ,平安银行,2020-03-31 00:00:00,一季报,2020一季报,CNY,1388.7,,,91.31,62.21,,,,,,106.41,105.85,0.56,,,,507.78,,,,,493.02,,0.0,2649.43,1298.73,,,,,,,,,,177.2,28.99,148.21,619.96,,199.22,,,74.15,22.14,,77.97,,0.0,2469.37,,0.0,180.06,1761.3,91.77,,4.04,,,,0.0,1857.11,1875.4,5.51,,,,0.0,1880.91,,0.0,-23.8,1965.71,,,,,,,,,0.0,1965.71,2126.3,,,8.74,0.17,5.06,0.0,2140.27,,0.0,-174.56,6.12,,0.0,-12.18,1790.58,0.0,1778.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,2019-12-31 00:00:00,年报,2019年报,CNY,2858.5,,,,198.64,,,335.0,13.11,321.89,0.87,,0.87,,,,2015.27,,,,,463.86,,0.0,5872.14,3741.97,363.03,,,,,,122.09,122.09,,,,,564.89,,809.89,,,180.9,228.79,,260.83,564.89,0.0,6272.39,,0.0,-400.25,4357.11,309.34,,1.64,,,,0.0,4668.09,5653.12,35.53,,,,0.0,5688.65,,0.0,-1020.56,6093.28,,,,,,,,6093.28,0.0,6093.28,4415.13,38.31,,33.64,,19.53,0.0,4506.61,,0.0,1586.67,6.71,,0.0,172.57,1618.01,0.0,1790.58,281.95,,,,,14.37,14.26,19.04,13.07,5.97,0.21,6.6,,-325.69,144.77,-57.66,-57.66,,,-4164.97,3066.0,,30.42,0.0,-400.25,,54.59,50.15,1735.99,1567.86,0.0,172.57,584.71
000001.SZ,平安银行,2019-09-30 00:00:00,三季报,2019三季报,CNY,2037.92,,,,165.31,,,460.39,8.27,452.12,1.35,,1.35,,,,1482.45,,,,,489.15,,0.0,4636.57,1885.71,331.54,,,,,,60.9,60.9,,,,,359.02,,604.63,,,145.22,183.12,,221.63,,0.0,3791.77,,0.0,844.8,3323.61,226.73,,0.87,,,,0.0,3551.21,4320.52,18.78,,,,0.0,4339.3,,0.0,-788.09,3006.71,,,,,,,,,0.0,3006.71,3039.84,24.97,,58.61,,13.53,0.0,3111.98,,0.0,-105.27,18.11,,0.0,-30.45,1618.01,0.0,1587.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,2019-06-30 00:00:00,中报,2019中报,CNY,1008.83,,,,102.49,,,230.69,,230.69,0.97,,0.97,,,,986.94,,,,,97.26,,0.0,2427.18,1069.21,132.2,,,,,,15.64,15.64,,81.01,81.01,,37.2,,375.47,,,112.36,141.74,,198.03,,0.0,2162.86,,0.0,264.32,1520.78,152.59,,0.6,,,,0.0,1673.97,2208.48,9.58,,,,0.0,2218.06,,0.0,-544.09,1845.53,,,,,,,,,0.0,1845.53,1509.4,17.99,,51.63,,7.25,0.0,1568.28,,0.0,277.25,0.31,,0.0,-2.21,1618.01,0.0,1615.8,154.03,,,,,6.5,6.45,8.45,5.92,2.53,0.1,-8.44,,-158.84,74.39,-25.29,-25.29,,,-1147.63,1081.41,,11.54,0.0,264.32,,51.43,50.15,1564.37,1567.86,0.0,-2.21,268.1
000001.SZ,平安银行,2019-03-31 00:00:00,一季报,2019一季报,CNY,690.1,,,,508.11,,,135.15,,135.15,26.61,26.13,0.48,,,,500.04,,,,,17.9,,0.0,1877.91,658.41,77.15,,,,,,,,,29.59,29.59,,226.11,,171.11,,,75.95,53.47,,54.28,,0.0,1346.07,,0.0,531.84,1053.13,75.0,,2.38,,,,0.0,1130.51,1444.32,4.09,,,,0.0,1448.41,,0.0,-317.9,781.54,,,,,,,,,0.0,781.54,577.2,6.37,,15.11,,,0.0,592.31,,0.0,189.23,-11.55,,0.0,391.62,1618.01,0.0,2009.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000001.SZ,平安银行,2018-12-31 00:00:00,年报,2018年报,CNY,845.69,,,167.91,900.75,,,16.24,,16.24,98.34,97.27,1.07,,,,1801.18,,,,,532.67,,0.0,4362.78,2871.46,,,,,,,,,,34.65,34.65,,705.79,,764.38,,,161.94,221.55,,176.24,,0.0,4936.01,,0.0,-573.23,4403.02,263.72,,0.92,,,,0.0,4667.66,4007.65,46.19,,,,0.0,4053.84,,0.0,613.82,7655.79,,,,,,,,,0.0,7655.79,7408.1,25.39,,57.48,,,0.0,7465.58,,0.0,190.21,16.97,,0.0,247.77,1370.24,0.0,1618.01,248.18,,,,-0.01,11.43,11.34,13.22,8.88,4.34,0.12,-49.3,,-289.23,155.22,-32.59,-32.59,,,-2196.92,1094.69,,-6.19,0.0,-573.23,,50.15,42.26,1567.86,1327.98,0.0,247.77,478.14
000001.SZ,平安银行,2018-09-30 00:00:00,三季报,2018三季报,CNY,1047.3,,,189.6,608.82,,,,,,123.28,122.72,0.56,,,,1337.4,,,,,205.39,300.53,0.0,3812.32,2503.4,,,,,,,,,,143.47,101.92,41.55,,,567.6,,,129.31,200.11,,381.53,,0.0,3925.42,,0.0,-113.1,3489.14,210.81,,1.08,,,,0.0,3701.03,2946.26,15.18,,,,0.0,2961.44,,0.0,739.59,5811.79,,,,,,,,,0.0,5811.79,6125.4,25.11,,57.2,,,0.0,6182.6,,0.0,-370.81,20.18,,0.0,275.86,1370.24,0.0,1646.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
